loss,accuracy,val_loss,val_accuracy,lr
1.9172475973765055,0.3799999952316284,1.793410348892212,0.3499999940395355,0.0010000000474974513
1.6110897620519002,0.476666659116745,1.4160694003105163,0.550000011920929,0.0009899999713525176
1.7272736509641011,0.5733333230018616,1.4229795932769775,0.5299999713897705,0.0009800000116229057
1.6951292117436727,0.5433333516120911,1.3097575545310973,0.5600000023841858,0.0009699999936856329
1.914151700337728,0.5633333325386047,1.568531048297882,0.5099999904632568,0.0009599999757483602
1.2226293206214904,0.6600000262260437,1.2130211353302003,0.5600000023841858,0.0009500000160187483
1.4235684394836425,0.6899999976158142,1.2679592609405517,0.6100000143051147,0.0009399999980814755
1.2460922439893087,0.6833333373069763,1.0095035672187804,0.75,0.0009299999801442027
1.3122106234232584,0.7099999785423279,1.157680583000183,0.6700000166893005,0.0009200000204145908
0.9289962649345398,0.8133333325386047,0.9384724140167237,0.7900000214576721,0.000910000002477318
0.9051126956939697,0.8233333230018616,0.8663333773612976,0.8299999833106995,0.0008999999845400453
0.8300900419553121,0.8799999952316284,0.8397983193397522,0.8299999833106995,0.0008900000248104334
0.8149056156476339,0.8666666746139526,0.8515442132949829,0.800000011920929,0.0008800000068731606
0.794859766960144,0.8966666460037231,0.7930052518844605,0.8600000143051147,0.0008699999889358878
0.7164095441500345,0.8833333253860474,0.7993815660476684,0.7599999904632568,0.000859999970998615
0.826076074441274,0.8866666555404663,0.8214980959892273,0.8299999833106995,0.0008500000112690032
0.6436346928278606,0.949999988079071,0.8575515627861023,0.8100000023841858,0.0008399999933317304
0.6629742503166198,0.949999988079071,0.7893156051635742,0.8700000047683716,0.0008299999753944576
0.6413204391797384,0.9466666579246521,0.8140739023685455,0.8100000023841858,0.0008200000156648457
0.6174368580182393,0.9399999976158142,0.7033421039581299,0.9300000071525574,0.0008099999977275729
0.7474616924921672,0.9333333373069763,0.71473228931427,0.9100000262260437,0.0007999999797903001
0.6318840622901917,0.9466666579246521,0.7615368783473968,0.8600000143051147,0.0007900000200606883
0.6052125096321106,0.9433333277702332,0.7240581512451172,0.8500000238418579,0.0007800000021234155
0.5774463991324107,0.9800000190734863,0.6988442063331604,0.9100000262260437,0.0007699999841861427
0.5385166287422181,0.9800000190734863,0.6757762789726257,0.8999999761581421,0.0007600000244565308
0.5355724453926086,0.9800000190734863,0.6979669809341431,0.8799999952316284,0.000750000006519258
0.5558281481266022,0.9700000286102295,0.8327263355255127,0.8399999737739563,0.0007399999885819852
0.5426218529542287,0.9766666889190674,0.6927080631256104,0.9200000166893005,0.0007300000288523734
0.5569925208886465,0.9733333587646484,0.665406060218811,0.9200000166893005,0.0007200000109151006
0.5340917309125265,0.9666666388511658,0.6773099780082703,0.8899999856948853,0.0007099999929778278
0.5429580708344778,0.9700000286102295,0.6703194379806519,0.8999999761581421,0.000699999975040555
0.5362408558527628,0.9666666388511658,0.6534897565841675,0.9300000071525574,0.0006900000153109431
0.50181725025177,0.9900000095367432,0.6639188528060913,0.8899999856948853,0.0006799999973736703
0.48667172392209374,0.996666669845581,0.7053472876548768,0.8899999856948853,0.0006699999794363976
0.47428579727808634,0.996666669845581,0.6840067505836487,0.9200000166893005,0.0006600000197067857
0.4693631966908773,1.0,0.6367206335067749,0.9200000166893005,0.0006500000017695129
0.482654078801473,0.9933333396911621,0.6312830805778503,0.9300000071525574,0.0006399999838322401
0.4880457580089569,0.9833333492279053,0.667149019241333,0.8999999761581421,0.0006300000241026282
0.49601234396298727,0.9766666889190674,0.6339419484138489,0.9300000071525574,0.0006200000061653554
0.46483926971753436,0.996666669845581,0.6276675343513489,0.9200000166893005,0.0006099999882280827
0.4608316401640574,1.0,0.6226193010807037,0.949999988079071,0.0006000000284984708
0.45681273341178896,1.0,0.6540786385536194,0.8999999761581421,0.000590000010561198
0.4705661296844482,0.996666669845581,0.6024418473243713,0.949999988079071,0.0005799999926239252
0.48105838894844055,0.9900000095367432,0.6289314150810241,0.9300000071525574,0.0005699999746866524
0.46886574625968935,0.996666669845581,0.5950516939163208,0.9599999785423279,0.0005600000149570405
0.45845063726107277,0.9933333396911621,0.6029878973960876,0.9399999976158142,0.0005499999970197678
0.4512108484903971,0.996666669845581,0.6265264749526978,0.9300000071525574,0.000539999979082495
0.45415732860565183,1.0,0.6118447542190552,0.949999988079071,0.0005300000193528831
0.451549756526947,1.0,0.5897316336631775,0.9599999785423279,0.0005200000014156103
0.4551029642422994,1.0,0.6192291140556335,0.9200000166893005,0.0005099999834783375
0.45481295585632325,1.0,0.6053082823753357,0.9599999785423279,0.0005000000237487257
0.44168229897816974,1.0,0.6416613340377808,0.9100000262260437,0.0004900000058114529
0.4427925964196523,1.0,0.599911630153656,0.9399999976158142,0.0004799999878741801
0.46502628723780315,0.996666669845581,0.6025756955146789,0.9599999785423279,0.00046999999904073775
0.47240639925003053,0.9800000190734863,0.635534691810608,0.9100000262260437,0.0004600000102072954
0.4497767964998881,1.0,0.6241411805152893,0.9300000071525574,0.00044999999227002263
0.4436656932036082,1.0,0.6171569705009461,0.9300000071525574,0.0004400000034365803
0.46206454038619993,0.9900000095367432,0.6459998190402985,0.9100000262260437,0.0004299999854993075
0.45258721311887107,0.9900000095367432,0.6325640082359314,0.9200000166893005,0.0004199999966658652
0.4539816498756409,0.9933333396911621,0.6380496740341186,0.9300000071525574,0.00041000000783242285
0.4429244677225749,1.0,0.6043079137802124,0.9399999976158142,0.00039999998989515007
0.44716078639030454,0.996666669845581,0.6250812649726868,0.9300000071525574,0.00039000000106170774
0.4321049451828003,1.0,0.6001201152801514,0.949999988079071,0.0003800000122282654
0.44081077178319295,1.0,0.5892280697822571,0.9399999976158142,0.0003699999942909926
0.4336986064910889,1.0,0.5983823776245117,0.9399999976158142,0.0003600000054575503
0.4345945219198863,1.0,0.6134440183639527,0.9399999976158142,0.0003499999875202775
0.4453703780968984,0.996666669845581,0.6120817422866821,0.9399999976158142,0.00033999999868683517
0.43893659114837646,1.0,0.6044806241989136,0.949999988079071,0.00033000000985339284
0.44449390371640524,0.996666669845581,0.63870769739151,0.9300000071525574,0.00031999999191612005
0.4325249572594961,1.0,0.6067459225654602,0.9399999976158142,0.0003100000030826777
0.44210365613301594,1.0,0.5957105398178101,0.9399999976158142,0.0003000000142492354
